race_id,year,round,gp_name,circuit,driver,team,finish_position,is_dnf,grid_position,quali_gap_to_pole,lap_consistency_std,lap_consistency_n,tyre_deg_slope,stint_count,compound_start,air_temp,track_temp,temp_delta,is_wet,humidity,driver_recent_avg_pos,constructor_dnf_rate,circuit_type,is_street_circuit,season_phase,pit_stop_count,strategy_delta,avg_speed_trap,speed_trap_percentile,chaos_index,driver_recent_form_score,constructor_recent_form_score,track_specific_driver_score,wet_performance_score,street_circuit_score,overtake_difficulty_factor,pit_stop_efficiency,safety_car_sensitivity,quali_to_race_conversion,dnf_risk_score,avg_top_speed_last_5,straight_line_speed_percentile_last_5,avg_deg_same_compound_last_5,constructor_strategy_score,field_strength
2019_12,2019,12,Hungarian Grand Prix,Budapest,RAI,Alfa Romeo Racing,7,0,10,0.019699,0.1622,66,-0.082481,2,SOFT,25.7,44.45,18.75,0,33.95,10.2,0.1,high_downforce,0,mid,1,3.0,,,0.05,0.5777777777777777,0.03777777777777778,0.9047619047619048,0.4,0.7174603174603175,0.85,-0.7013888888888888,3.8,-1.9722222222222223,0.0327,,,0.07093473333333332,-2.6624999999999996,0.5196825396825396
2019_12,2019,12,Hungarian Grand Prix,Budapest,RIC,Renault,14,0,20,0.036005,0.8465,66,-0.024812,2,HARD,25.7,44.45,18.75,0,33.95,9.0,0.2,high_downforce,0,mid,1,6.0,,,0.05,0.40634920634920635,0.03777777777777777,0.8571428571428571,0.4380952380952381,0.20952380952380953,0.85,-0.9444444444444444,3.8,-1.2777777777777777,0.2709,,,,-1.7930555555555554,0.5196825396825396
2019_12,2019,12,Hungarian Grand Prix,Budapest,RUS,Williams,16,0,15,0.032975,0.4454,65,-0.140336,2,MEDIUM,25.7,44.45,18.75,0,33.95,15.6,0.0,high_downforce,0,mid,1,-1.0,,,0.05,0.35238095238095235,0.006666666666666666,,0.4603174603174603,0.31746031746031744,0.85,0.09722222222222222,5.333333333333333,2.111111111111111,0.0,,,-0.09440046666666667,1.2458333333333333,0.5196825396825396
2019_12,2019,12,Hungarian Grand Prix,Budapest,SAI,McLaren,5,0,8,0.017165,0.2274,66,-0.072307,2,SOFT,25.7,44.45,18.75,0,33.95,7.2,0.2,high_downforce,0,mid,1,3.0,,,0.05,0.7428571428571428,0.18000000000000002,0.6190476190476191,0.7015873015873015,0.5174603174603175,0.85,0.8518518518518517,3.3333333333333335,0.9444444444444444,0.0564,,,-0.0258302,0.4194444444444445,0.5196825396825396
2019_12,2019,12,Hungarian Grand Prix,Budapest,STR,Racing Point,17,0,18,0.039827,1.3436,63,-0.080271,3,MEDIUM,25.7,44.45,18.75,0,33.95,10.6,0.1,high_downforce,0,mid,2,1.0,,,0.05,0.5746031746031746,0.09333333333333332,0.23809523809523808,0.5333333333333333,0.5619047619047619,0.85,1.5342592592592594,5.533333333333333,3.4444444444444446,0.0945,,,-0.10442746666666665,2.754166666666667,0.5196825396825396
2019_12,2019,12,Hungarian Grand Prix,Budapest,VER,Red Bull Racing,2,0,1,0.0,1.5397,65,-0.021435,3,MEDIUM,25.7,44.45,18.75,0,33.95,3.2,0.1,high_downforce,0,mid,2,-1.0,,,0.05,0.9174603174603175,0.48444444444444446,0.0,0.9047619047619048,0.7682539682539681,0.85,-0.19722222222222227,3.066666666666667,-1.3611111111111112,0.0436,,,-0.0640255,-2.2069444444444444,0.5196825396825396
2019_12,2019,12,Hungarian Grand Prix,Budapest,VET,Ferrari,3,0,5,0.006692,0.7527,67,0.008314,2,MEDIUM,25.7,44.45,18.75,0,33.95,5.8,0.1,high_downforce,0,mid,1,2.0,,,0.05,0.7365079365079364,0.4044444444444444,0.9523809523809523,0.9396825396825397,0.8920634920634921,0.85,-0.06388888888888891,6.866666666666666,2.0277777777777777,0.0436,,,-0.07069900000000001,1.2208333333333332,0.5196825396825396
2019_13,2019,13,Belgian Grand Prix,Spa-Francorchamps,ALB,Red Bull Racing,5,0,17,0.029351,0.256,36,-0.131188,2,MEDIUM,17.4,28.2,10.8,0,56.75,11.6,0.1,balanced,0,mid,1,12.0,,,0.2,0.5555555555555555,0.5355555555555556,,0.7301587301587301,0.4761904761904762,0.5,-0.3138888888888889,7.333333333333333,-1.3888888888888888,0.1018,,,-0.0943098,-2.2347222222222225,0.5246031746031746
2019_13,2019,13,Belgian Grand Prix,Spa-Francorchamps,BOT,Mercedes,3,0,4,0.00874,0.7333,37,0.010699,2,SOFT,17.4,28.2,10.8,0,56.75,3.8,0.1,balanced,0,mid,1,1.0,,,0.2,0.5968253968253968,0.4766666666666668,0.8571428571428571,0.5904761904761905,0.8158730158730159,0.5,-0.6736111111111112,2.066666666666667,-2.5,0.1527,,,-0.022060599999999996,-3.4625,0.5246031746031746
2019_13,2019,13,Belgian Grand Prix,Spa-Francorchamps,GAS,Toro Rosso,9,0,13,0.038198,0.9129,36,-0.184891,2,SOFT,17.4,28.2,10.8,0,56.75,8.2,0.0,balanced,0,mid,1,4.0,,,0.2,0.6603174603174603,0.1611111111111111,0.6190476190476191,0.3682539682539682,0.2888888888888889,0.5,0.9722222222222222,5.466666666666667,3.8333333333333335,0.14,,,-0.06061573333333333,3.123611111111111,0.5246031746031746
2019_13,2019,13,Belgian Grand Prix,Spa-Francorchamps,GIO,Alfa Romeo Racing,18,1,18,0.030414,1.2101,36,-0.065595,2,MEDIUM,17.4,28.2,10.8,0,56.75,14.0,0.1,balanced,0,mid,1,0.0,,,0.2,0.273015873015873,0.07666666666666666,,0.3333333333333333,0.42857142857142855,0.5,0.05555555555555555,1.6666666666666667,-1.0277777777777777,0.1291,,,-0.19441033333333335,-1.6694444444444447,0.5246031746031746
2019_13,2019,13,Belgian Grand Prix,Spa-Francorchamps,GRO,Haas F1 Team,13,0,9,0.02222,1.8771,36,-0.003849,2,SOFT,17.4,28.2,10.8,0,56.75,13.4,0.4,balanced,0,mid,1,-4.0,,,0.2,0.23492063492063492,0.060000000000000005,0.7142857142857143,0.5841269841269842,0.06666666666666667,0.5,-1.1666666666666667,2.0,-1.0555555555555556,0.4455,,,-0.166213,-1.9305555555555556,0.5246031746031746
2019_13,2019,13,Belgian Grand Prix,Spa-Francorchamps,HAM,Mercedes,2,0,3,0.007443,0.3914,37,-0.027245,2,SOFT,17.4,28.2,10.8,0,56.75,3.4,0.1,balanced,0,mid,1,1.0,,,0.2,0.873015873015873,0.5,0.9523809523809523,0.873015873015873,0.9682539682539684,0.5,-0.324074074074074,2.933333333333333,-1.8333333333333333,0.0327,,,-0.0096784,-2.688888888888889,0.5246031746031746
2019_13,2019,13,Belgian Grand Prix,Spa-Francorchamps,HUL,Renault,8,0,12,0.019733,1.0194,34,-0.0966,3,SOFT,17.4,28.2,10.8,0,56.75,10.0,0.2,balanced,0,mid,2,4.0,,,0.2,0.37460317460317455,0.030000000000000002,0.0,0.20634920634920634,0.4793650793650793,0.5,0.5555555555555556,2.6,0.2777777777777778,0.2091,,,-0.1065426,-0.20833333333333337,0.5246031746031746
2019_13,2019,13,Belgian Grand Prix,Spa-Francorchamps,KUB,Williams,17,0,0,,0.506,36,0.001298,2,MEDIUM,17.4,28.2,10.8,0,56.75,16.4,0.0,balanced,0,mid,1,-17.0,,,0.2,0.292063492063492,0.005555555555555556,,0.4444444444444444,0.2698412698412698,0.5,0.08888888888888886,6.0,1.7777777777777777,0.0,,,-0.14233213333333333,1.0,0.5246031746031746
2019_13,2019,13,Belgian Grand Prix,Spa-Francorchamps,KVY,Toro Rosso,7,0,19,0.039007,0.3795,36,-0.072214,2,MEDIUM,17.4,28.2,10.8,0,56.75,11.6,0.0,balanced,0,mid,1,12.0,,,0.2,0.5333333333333333,0.15000000000000002,,0.8412698412698413,0.19047619047619047,0.5,1.6319444444444444,7.333333333333333,3.9444444444444446,0.0382,,,-0.04808833333333333,3.302777777777778,0.5246031746031746
2019_13,2019,13,Belgian Grand Prix,Spa-Francorchamps,LEC,Ferrari,1,0,1,0.0,0.4871,37,0.012459,2,SOFT,17.4,28.2,10.8,0,56.75,3.0,0.1,balanced,0,mid,1,0.0,,,0.2,0.653968253968254,0.44333333333333336,0.0,0.273015873015873,0.7396825396825396,0.5,0.3916666666666667,2.2666666666666666,2.1666666666666665,0.2036,,,0.0013853999999999995,1.4472222222222222,0.5246031746031746
2019_13,2019,13,Belgian Grand Prix,Spa-Francorchamps,MAG,Haas F1 Team,12,0,8,0.021645,1.6413,36,0.038992,2,SOFT,17.4,28.2,10.8,0,56.75,14.8,0.4,balanced,0,mid,1,-4.0,,,0.2,0.3555555555555555,0.04888888888888889,0.6666666666666666,0.546031746031746,0.44126984126984126,0.5,-1.6240740740740742,5.066666666666666,-1.4166666666666667,0.1945,,,-0.14307140000000002,-2.184722222222222,0.5246031746031746
2019_13,2019,13,Belgian Grand Prix,Spa-Francorchamps,NOR,McLaren,11,1,11,0.022708,0.1957,36,-0.043961,2,SOFT,17.4,28.2,10.8,0,56.75,9.2,0.1,balanced,0,mid,1,0.0,,,0.2,0.453968253968254,0.22444444444444445,,0.17460317460317462,0.6031746031746031,0.5,1.2083333333333333,2.3333333333333335,1.3055555555555556,0.2673,,,0.10181953333333335,0.8097222222222223,0.5246031746031746
2019_13,2019,13,Belgian Grand Prix,Spa-Francorchamps,PER,Racing Point,6,0,7,0.021333,0.2432,36,-0.203947,2,SOFT,17.4,28.2,10.8,0,56.75,12.6,0.1,balanced,0,mid,1,1.0,,,0.2,0.3238095238095238,0.08,0.8095238095238095,0.38412698412698415,0.580952380952381,0.5,1.3111111111111111,4.0,3.0555555555555554,0.1527,,,-0.0376104,2.345833333333333,0.5246031746031746
2019_13,2019,13,Belgian Grand Prix,Spa-Francorchamps,RAI,Alfa Romeo Racing,16,0,6,0.015812,0.7676,36,0.000548,4,SOFT,17.4,28.2,10.8,0,56.75,8.6,0.1,balanced,0,mid,3,-10.0,,,0.2,0.6285714285714286,0.062222222222222213,0.0,0.4,0.7174603174603175,0.5,0.2013888888888889,3.8,-0.6944444444444444,0.0764,,,0.018962200000000002,-1.2875,0.5246031746031746
2019_13,2019,13,Belgian Grand Prix,Spa-Francorchamps,RIC,Renault,14,0,10,0.015451,2.2964,38,0.020745,2,SOFT,17.4,28.2,10.8,0,56.75,10.0,0.2,balanced,0,mid,1,-4.0,,,0.2,0.3682539682539682,0.05777777777777778,0.0,0.4380952380952381,0.20952380952380953,0.5,0.9166666666666666,3.8,1.1388888888888888,0.2109,,,-0.08838826666666666,0.6041666666666667,0.5246031746031746
2019_13,2019,13,Belgian Grand Prix,Spa-Francorchamps,RUS,Williams,15,0,14,0.049054,0.6328,36,0.039201,2,MEDIUM,17.4,28.2,10.8,0,56.75,15.6,0.0,balanced,0,mid,1,-1.0,,,0.2,0.34603174603174597,0.0044444444444444444,,0.4603174603174603,0.31746031746031744,0.5,-3.433333333333333,5.333333333333333,-2.0555555555555554,0.0,,,-0.11081099999999999,-2.755555555555555,0.5246031746031746
2019_13,2019,13,Belgian Grand Prix,Spa-Francorchamps,SAI,McLaren,21,1,15,0.0389,,0,,1,SOFT,17.4,28.2,10.8,0,56.75,6.0,0.2,balanced,0,mid,0,-3.0,,,0.2,0.7777777777777778,0.17777777777777778,0.5238095238095238,0.7015873015873015,0.5174603174603175,0.5,0.8148148148148148,3.3333333333333335,0.9166666666666666,0.0873,,,-0.04361573333333334,0.45000000000000007,0.5246031746031746
2019_13,2019,13,Belgian Grand Prix,Spa-Francorchamps,STR,Racing Point,10,0,16,0.024659,0.8962,34,-0.071126,3,SOFT,17.4,28.2,10.8,0,56.75,12.2,0.1,balanced,0,mid,2,6.0,,,0.2,0.47301587301587306,0.13777777777777778,0.42857142857142855,0.5333333333333333,0.5619047619047619,0.5,1.2962962962962963,5.533333333333333,2.75,0.0709,,,-0.08543316666666666,2.1083333333333334,0.5246031746031746
2019_13,2019,13,Belgian Grand Prix,Spa-Francorchamps,VER,Red Bull Racing,21,1,5,0.011422,,0,,1,SOFT,17.4,28.2,10.8,0,56.75,2.6,0.1,balanced,0,mid,0,-3.0,,,0.2,0.9365079365079365,0.508888888888889,0.9047619047619048,0.9047619047619048,0.7682539682539681,0.5,2.361111111111111,3.066666666666667,1.5,0.0327,,,-0.0677416,0.7416666666666667,0.5246031746031746
2019_13,2019,13,Belgian Grand Prix,Spa-Francorchamps,VET,Ferrari,4,0,2,0.005053,0.8497,35,0.039674,3,SOFT,17.4,28.2,10.8,0,56.75,6.0,0.1,balanced,0,mid,2,-2.0,,,0.2,0.780952380952381,0.5655555555555556,1.0,0.9396825396825397,0.8920634920634921,0.5,0.375,6.866666666666666,1.8611111111111112,0.0327,,,-0.10082626666666666,1.2194444444444448,0.5246031746031746
2019_14,2019,14,Italian Grand Prix,Monza,ALB,Red Bull Racing,6,0,8,0.009003,0.1219,45,-0.034228,2,SOFT,21.2,32.9,11.7,0,51.0,9.6,0.2,power,0,mid,1,2.0,,,0.15,0.6603174603174603,0.3888888888888889,,0.7301587301587301,0.4761904761904762,0.2,1.3972222222222221,7.333333333333333,0.75,0.1327,,,-0.09440346666666666,0.15694444444444422,0.5266666666666666
2019_14,2019,14,Italian Grand Prix,Monza,BOT,Mercedes,2,0,3,0.000593,0.4003,44,-0.011543,2,SOFT,21.2,32.9,11.7,0,51.0,3.6,0.1,power,0,mid,1,1.0,,,0.15,0.6666666666666666,0.55,0.9047619047619048,0.5904761904761905,0.8158730158730159,0.2,-0.0023148148148148064,2.066666666666667,-1.1944444444444444,0.1291,,,-0.013334066666666663,-1.9430555555555555,0.5266666666666666
2019_14,2019,14,Italian Grand Prix,Monza,GAS,Toro Rosso,11,0,17,0.015144,1.3321,45,-0.043266,2,MEDIUM,21.2,32.9,11.7,0,51.0,8.0,0.0,power,0,mid,1,6.0,,,0.15,0.6476190476190475,0.17222222222222222,0.38095238095238093,0.3682539682539682,0.2888888888888889,0.2,4.041666666666667,5.466666666666667,5.805555555555555,0.1145,,,-0.12011959999999999,5.231944444444444,0.5266666666666666
2019_14,2019,14,Italian Grand Prix,Monza,GIO,Alfa Romeo Racing,9,0,10,0.015257,1.2859,44,-0.009271,2,SOFT,21.2,32.9,11.7,0,51.0,15.0,0.2,power,0,mid,1,1.0,,,0.15,0.23809523809523808,0.04888888888888889,,0.3333333333333333,0.42857142857142855,0.2,-0.47685185185185186,1.6666666666666667,-2.6666666666666665,0.2818,,,-0.20384526666666666,-3.366666666666667,0.5266666666666666
2019_14,2019,14,Italian Grand Prix,Monza,GRO,Haas F1 Team,16,0,13,0.018624,1.0591,43,0.01792,3,SOFT,21.2,32.9,11.7,0,51.0,14.0,0.3,power,0,mid,2,-3.0,,,0.15,0.30476190476190473,0.03777777777777777,0.0,0.5841269841269842,0.06666666666666667,0.2,-2.109259259259259,2.0,-1.8055555555555556,0.3564,,,-0.12577439999999998,-2.466666666666667,0.5266666666666666
2019_14,2019,14,Italian Grand Prix,Monza,HAM,Mercedes,3,0,2,0.000492,1.2306,41,-0.018409,3,SOFT,21.2,32.9,11.7,0,51.0,3.6,0.1,power,0,mid,2,-1.0,,,0.15,0.8952380952380952,0.591111111111111,1.0,0.873015873015873,0.9682539682539684,0.2,0.2638888888888889,2.933333333333333,-0.6111111111111112,0.0218,,,-0.018968266666666667,-1.2527777777777778,0.5266666666666666
2019_14,2019,14,Italian Grand Prix,Monza,HUL,Renault,5,0,6,0.009356,0.1993,46,-0.045063,2,SOFT,21.2,32.9,11.7,0,51.0,10.2,0.2,power,0,mid,1,1.0,,,0.15,0.45396825396825397,0.04555555555555556,0.42857142857142855,0.20634920634920634,0.4793650793650793,0.2,-0.05555555555555555,2.6,0.16666666666666666,0.1618,,,-0.11000026666666667,-0.3291666666666664,0.5266666666666666
2019_14,2019,14,Italian Grand Prix,Monza,KUB,Williams,17,0,15,0.038446,0.4062,42,-0.048852,3,MEDIUM,21.2,32.9,11.7,0,51.0,16.2,0.0,power,0,mid,2,-2.0,,,0.15,0.28253968253968254,0.003333333333333333,,0.4444444444444444,0.2698412698412698,0.2,-3.011111111111111,6.0,-1.9444444444444444,0.0,,,-0.09767706666666666,-2.5666666666666673,0.5266666666666666
2019_14,2019,14,Italian Grand Prix,Monza,KVY,Toro Rosso,21,1,12,0.016682,0.121,24,-0.030751,2,MEDIUM,21.2,32.9,11.7,0,51.0,10.2,0.0,power,0,mid,1,-3.0,,,0.15,0.6063492063492063,0.13444444444444445,,0.8412698412698413,0.19047619047619047,0.2,4.756944444444445,7.333333333333333,5.972222222222222,0.0127,,,-0.06301586666666667,5.466666666666667,0.5266666666666666
2019_14,2019,14,Italian Grand Prix,Monza,LEC,Ferrari,1,0,1,0.0,0.2782,43,-0.018678,2,SOFT,21.2,32.9,11.7,0,51.0,2.6,0.1,power,0,mid,1,0.0,,,0.15,0.7460317460317459,0.5644444444444444,0.5238095238095238,0.273015873015873,0.7396825396825396,0.2,0.10833333333333334,2.2666666666666666,1.0833333333333333,0.1673,,,-0.0053176666666666685,0.44166666666666665,0.5266666666666666
2019_14,2019,14,Italian Grand Prix,Monza,MAG,Haas F1 Team,21,1,11,0.016493,0.3896,32,0.033105,3,SOFT,21.2,32.9,11.7,0,51.0,13.8,0.3,power,0,mid,2,-3.0,,,0.15,0.41587301587301584,0.026666666666666665,0.2857142857142857,0.546031746031746,0.44126984126984126,0.2,-2.011111111111111,5.066666666666666,-2.111111111111111,0.1491,,,-0.06948280000000001,-2.7624999999999997,0.5266666666666666
2019_14,2019,14,Italian Grand Prix,Monza,NOR,McLaren,10,0,16,0.016884,1.1974,44,-0.056425,2,MEDIUM,21.2,32.9,11.7,0,51.0,9.2,0.3,power,0,mid,1,6.0,,,0.15,0.46031746031746035,0.14,,0.17460317460317462,0.6031746031746031,0.2,-0.27314814814814814,2.3333333333333335,-0.16666666666666666,0.4364,,,-0.08434516666666665,-0.5263888888888889,0.5266666666666666
2019_14,2019,14,Italian Grand Prix,Monza,PER,Racing Point,7,0,18,0.025017,0.102,46,-0.031393,2,MEDIUM,21.2,32.9,11.7,0,51.0,11.4,0.1,power,0,mid,1,11.0,,,0.15,0.46031746031746035,0.12444444444444445,0.7142857142857143,0.38412698412698415,0.580952380952381,0.2,1.7537037037037038,4.0,3.5833333333333335,0.1291,,,-0.13008633333333333,2.9319444444444445,0.5266666666666666
2019_14,2019,14,Italian Grand Prix,Monza,RAI,Alfa Romeo Racing,15,0,0,0.015232,0.8003,42,-0.17467,3,MEDIUM,21.2,32.9,11.7,0,51.0,10.4,0.2,power,0,mid,2,-15.0,,,0.15,0.5111111111111111,0.05555555555555555,0.9523809523809523,0.4,0.7174603174603175,0.2,-0.18287037037037043,3.8,-2.0,0.0545,,,-0.1388375,-2.6319444444444446,0.5266666666666666
2019_14,2019,14,Italian Grand Prix,Monza,RIC,Renault,4,0,5,0.006632,0.2587,46,-0.040286,2,SOFT,21.2,32.9,11.7,0,51.0,11.6,0.2,power,0,mid,1,1.0,,,0.15,0.3555555555555555,0.12222222222222223,0.0,0.4380952380952381,0.20952380952380953,0.2,0.19444444444444445,3.8,0.4166666666666667,0.1636,,,-0.049637799999999996,-0.04027777777777776,0.5266666666666666
2019_14,2019,14,Italian Grand Prix,Monza,RUS,Williams,14,0,14,0.031435,0.7305,44,-0.083356,2,MEDIUM,21.2,32.9,11.7,0,51.0,14.8,0.0,power,0,mid,1,0.0,,,0.15,0.3555555555555555,0.0022222222222222222,,0.4603174603174603,0.31746031746031744,0.2,-3.0611111111111113,5.333333333333333,-2.5277777777777777,0.0,,,-0.06923159999999999,-3.1500000000000004,0.5266666666666666
2019_14,2019,14,Italian Grand Prix,Monza,SAI,McLaren,21,1,7,0.011285,0.1415,23,0.004489,1,SOFT,21.2,32.9,11.7,0,51.0,6.0,0.3,power,0,mid,0,-3.0,,,0.15,0.5238095238095238,0.11555555555555556,0.6666666666666666,0.7015873015873015,0.5174603174603175,0.2,1.0277777777777777,3.3333333333333335,1.1388888888888888,0.2418,,,-0.0393947,0.7986111111111112,0.5266666666666666
2019_14,2019,14,Italian Grand Prix,Monza,STR,Racing Point,12,0,9,0.015018,0.1233,42,0.003459,3,SOFT,21.2,32.9,11.7,0,51.0,11.6,0.1,power,0,mid,2,-3.0,,,0.15,0.5079365079365079,0.15444444444444447,0.6190476190476191,0.5333333333333333,0.5619047619047619,0.2,3.9055555555555554,5.533333333333333,5.361111111111111,0.0473,,,-0.07971029999999998,4.7875000000000005,0.5266666666666666
2019_14,2019,14,Italian Grand Prix,Monza,VER,Red Bull Racing,8,0,19,0.285158,0.1888,45,0.02534,3,MEDIUM,21.2,32.9,11.7,0,51.0,2.6,0.2,power,0,mid,2,11.0,,,0.15,0.6285714285714284,0.3677777777777778,0.8095238095238095,0.9047619047619048,0.7682539682539681,0.2,1.6555555555555557,3.066666666666667,1.2222222222222223,0.1982,,,-0.04982866666666667,0.7069444444444447,0.5266666666666666
2019_14,2019,14,Italian Grand Prix,Monza,VET,Ferrari,13,0,4,0.001891,0.2742,40,-0.091766,4,SOFT,21.2,32.9,11.7,0,51.0,5.8,0.1,power,0,mid,3,-9.0,,,0.15,0.8126984126984127,0.6788888888888889,0.8571428571428571,0.9396825396825397,0.8920634920634921,0.2,0.16111111111111112,6.866666666666666,0.9444444444444444,0.0218,,,-0.05523466666666666,0.3805555555555555,0.5266666666666666
2019_15,2019,15,Singapore Grand Prix,Singapore,ALB,Red Bull Racing,6,0,6,0.012409,0.4299,47,-0.059887,2,SOFT,30.0,35.7,5.7,0,66.2,7.8,0.2,street,1,mid,1,0.0,,,0.15,0.7174603174603175,0.31555555555555553,,0.7301587301587301,0.4761904761904762,0.85,2.663888888888889,7.333333333333333,3.6666666666666665,0.0982,,,-0.08143340000000002,3.1513888888888886,0.5263492063492063
2019_15,2019,15,Singapore Grand Prix,Singapore,BOT,Mercedes,5,0,5,0.009614,1.2341,47,-0.086303,2,SOFT,30.0,35.7,5.7,0,66.2,3.6,0.1,street,1,mid,1,0.0,,,0.15,0.7555555555555554,0.6055555555555556,0.8571428571428571,0.5904761904761905,0.8158730158730159,0.85,0.15509259259259262,2.066666666666667,-0.5277777777777778,0.1055,,,-0.01483213333333333,-1.15,0.5263492063492063
2019_15,2019,15,Singapore Grand Prix,Singapore,GAS,Toro Rosso,8,0,11,0.025796,0.2432,46,-0.113687,2,HARD,30.0,35.7,5.7,0,66.2,8.8,0.1,street,1,mid,1,3.0,,,0.15,0.6,0.09666666666666666,0.42857142857142855,0.3682539682539682,0.2888888888888889,0.85,3.2222222222222223,5.466666666666667,3.888888888888889,0.1436,,,,3.451388888888889,0.5263492063492063
2019_15,2019,15,Singapore Grand Prix,Singapore,GIO,Alfa Romeo Racing,10,0,10,0.025775,0.2463,47,-0.151661,3,MEDIUM,30.0,35.7,5.7,0,66.2,13.6,0.2,street,1,mid,2,0.0,,,0.15,0.35238095238095235,0.042222222222222223,,0.3333333333333333,0.42857142857142855,0.85,-1.8888888888888888,1.6666666666666667,-5.0,0.2345,,,-0.14288420000000002,-5.6319444444444455,0.5263492063492063
2019_15,2019,15,Singapore Grand Prix,Singapore,GRO,Haas F1 Team,11,0,17,0.042196,2.2695,46,0.01963,3,MEDIUM,30.0,35.7,5.7,0,66.2,14.4,0.4,street,1,mid,2,6.0,,,0.15,0.30476190476190473,0.015555555555555557,0.3333333333333333,0.5841269841269842,0.06666666666666667,0.85,-1.9546296296296295,2.0,-2.4166666666666665,0.3273,,,-0.06304516666666667,-3.048611111111111,0.5263492063492063
2019_15,2019,15,Singapore Grand Prix,Singapore,HAM,Mercedes,4,0,2,0.001985,0.3756,47,-0.08234,2,SOFT,30.0,35.7,5.7,0,66.2,3.2,0.1,street,1,mid,1,-2.0,,,0.15,0.9047619047619048,0.5866666666666667,1.0,0.873015873015873,0.9682539682539684,0.85,0.19907407407407407,2.933333333333333,-0.16666666666666666,0.0109,,,-0.027375466666666664,-0.6819444444444444,0.5263492063492063
2019_15,2019,15,Singapore Grand Prix,Singapore,HUL,Renault,9,0,8,0.021275,0.2544,46,-0.11984,3,SOFT,30.0,35.7,5.7,0,66.2,9.6,0.2,street,1,mid,2,-1.0,,,0.15,0.5809523809523809,0.20666666666666667,0.5714285714285714,0.20634920634920634,0.4793650793650793,0.85,0.4166666666666667,2.6,0.6388888888888888,0.1273,,,-0.0906256,0.2208333333333334,0.5263492063492063
2019_15,2019,15,Singapore Grand Prix,Singapore,KUB,Williams,16,0,19,0.051644,1.157,46,-0.141605,3,MEDIUM,30.0,35.7,5.7,0,66.2,15.6,0.0,street,1,mid,2,3.0,,,0.15,0.2698412698412698,0.0011111111111111111,,0.4444444444444444,0.2698412698412698,0.85,-2.7222222222222223,6.0,-2.4722222222222223,0.0,,,-0.07708593333333334,-3.0069444444444446,0.5263492063492063
2019_15,2019,15,Singapore Grand Prix,Singapore,KVY,Toro Rosso,15,0,14,0.03887,1.4409,46,-0.201437,3,MEDIUM,30.0,35.7,5.7,0,66.2,10.2,0.1,street,1,mid,2,-1.0,,,0.15,0.4190476190476191,0.09666666666666666,,0.8412698412698413,0.19047619047619047,0.85,3.2152777777777777,7.333333333333333,3.4444444444444446,0.1764,,,-0.06294006666666667,3.0652777777777778,0.5263492063492063
2019_15,2019,15,Singapore Grand Prix,Singapore,LEC,Ferrari,2,0,1,0.0,0.7389,47,-0.05057,2,SOFT,30.0,35.7,5.7,0,66.2,2.2,0.1,street,1,mid,1,-1.0,,,0.15,0.8317460317460318,0.5599999999999999,0.6190476190476191,0.273015873015873,0.7396825396825396,0.85,-0.4527777777777778,2.2666666666666666,-1.1944444444444444,0.1309,,,-0.022939200000000003,-1.8458333333333339,0.5263492063492063
2019_15,2019,15,Singapore Grand Prix,Singapore,MAG,Haas F1 Team,17,0,13,0.03568,4.3193,45,0.641663,3,MEDIUM,30.0,35.7,5.7,0,66.2,13.8,0.3,street,1,mid,2,-4.0,,,0.15,0.30158730158730157,0.0044444444444444444,0.19047619047619047,0.546031746031746,0.44126984126984126,0.85,-0.9398148148148147,5.066666666666666,-0.7222222222222222,0.28,,,-0.11508966666666669,-1.3250000000000002,0.5263492063492063
2019_15,2019,15,Singapore Grand Prix,Singapore,NOR,McLaren,7,0,9,0.014083,0.1915,47,-0.091767,2,SOFT,30.0,35.7,5.7,0,66.2,9.4,0.4,street,1,mid,1,2.0,,,0.15,0.4888888888888889,0.0811111111111111,,0.17460317460317462,0.6031746031746031,0.85,0.12037037037037036,2.3333333333333335,0.19444444444444445,0.4073,,,0.01698600000000001,-0.05833333333333324,0.5263492063492063
2019_15,2019,15,Singapore Grand Prix,Singapore,PER,Racing Point,21,1,15,0.024975,1.3829,34,-0.270313,2,MEDIUM,30.0,35.7,5.7,0,66.2,10.4,0.1,street,1,mid,1,-3.0,,,0.15,0.5619047619047619,0.12444444444444445,0.2857142857142857,0.38412698412698415,0.580952380952381,0.85,2.9555555555555557,4.0,3.6666666666666665,0.1055,,,-0.09926213333333332,3.073611111111111,0.5263492063492063
2019_15,2019,15,Singapore Grand Prix,Singapore,RAI,Alfa Romeo Racing,21,1,12,0.027448,1.6215,37,-0.13173,2,MEDIUM,30.0,35.7,5.7,0,66.2,11.6,0.2,street,1,mid,1,-3.0,,,0.15,0.4380952380952381,0.042222222222222223,0.8095238095238095,0.4,0.7174603174603175,0.85,-1.6087962962962965,3.8,-4.138888888888889,0.0327,,,-0.15078166666666665,-4.761111111111111,0.5263492063492063
2019_15,2019,15,Singapore Grand Prix,Singapore,RIC,Renault,14,0,20,0.019518,2.8627,47,-0.100675,2,MEDIUM,30.0,35.7,5.7,0,66.2,10.2,0.2,street,1,mid,1,6.0,,,0.15,0.5111111111111111,0.19555555555555557,0.7619047619047619,0.4380952380952381,0.20952380952380953,0.85,0.2777777777777778,3.8,0.3888888888888889,0.1164,,,-0.11000166666666666,-0.07777777777777779,0.5263492063492063
